35,#garcia,#hash_294d3a1d40254f18,5,#hash_71804c7bbbaad1f6,#hash_304caa23a8e24278,#hash_1e0aca21e6c6e00c,#hash_73a57f5f2565ac51,?0
36,#hash_17ec151b83ed787c,#hash_3d6c32321b14c333,5,#hash_5fb1bddfef22fc62,#hash_4c84965d6d12a705,#hash_37ca29310542d08e,#hash_17973dab722356fe,?0
37,#hash_91e994550eabb74,#hash_539a6df88056ca46,5,#hash_403bf319c5b8aa47,#hash_2fe91bb302563c57,#hash_6cff9f8c30192558,#hash_1cf4c542778c9745,?0
38,#hash_32430fac26803370,#hash_449fcea4bf0fe73d,5,#hash_4c3c3affa43f9f08,#hash_3b46377a4b6fb2be,#hash_7db4297dc4736e7f,#hash_6eea40459827b86,?0
39,#hash_f509e6deee4c19e,#hash_5f78d22ca7426b19,5,#hash_66f86d062e57a06b,#hash_1b9a630b78eba522,#hash_512b329b0603295f,#hash_3f9ba286e92137dd,?0
40,#hash_74b6c10a06bde65a,#hash_7254eccb3f5e84d2,5,#hash_10f2c3998c0efe9c,#hash_690de56b04057913,#hash_5f61b89b6d2a2ad3,#hash_33fd6fbea2e1d112,?0
41,#hash_2f83641330422e2,#hash_5434e66474f7f9,5,#hash_173e56cb34460575,#hash_6d692e026ede5830,#hash_3bd72103b95eb93e,#hash_19cdb54bb392db3f,?0
42,#hash_426713ed3815705a,#hash_ad777e4c10c7c6d,5,#hash_2bd95491d08078a3,#hash_5ca3004cfbc713c4,#hash_12a1bb4be79bb684,#hash_70d4e38a66f99086,?0
43,#hash_4e0d40b238eeed47,#hash_6e729fae5982aab4,5,#hash_392ee0534adcefe8,#hash_4b735f945ca5d5b5,#hash_1970343201f6d4b2,#hash_500ec14cbdae7c8a,?0
44,#hash_69ff5f803dfc06a9,#hash_47645464d568cf2a,5,#hash_26aa9cf1b9f61e70,#hash_47aa6679efd7b139,#hash_3b25d69f938af30c,#hash_5bfd15fb1c1fb736,?0
45,#hash_edd3bcffb60c1b6,#hash_130c7dc84ab67b84,5,#hash_46a88cf34bc4309f,#hash_6b018ac14c58cef1,#hash_718f05b5fd44a07e,#hash_cce5e38ca00479d,?0
46,#hash_39d935753bae0d41,#hash_421b538cada50a5a,5,#hash_71b8e34a1ad838f8,#hash_1464f272733ff5dd,#hash_61993e47134677e2,#hash_69a54125cf436285,?0
47,#hash_b531c0d1cc16a29,#hash_5757938d8915a53b,5,#hash_36a1f1959ae7445e,#hash_6b343b91a61e9cfb,#hash_2d553b0cd6606d50,#hash_681796ba77f0a02b,?0
48,#hash_68776ecccb800298,#hash_fa023a3b9cdcf4e,5,#hash_3a2c1b5b8901cb5b,#hash_383d73e35a0c6d17,#hash_4f81cd91028ce8d2,#hash_2744901d51719355,?0
49,#hash_11b983e31f2f4bb3,#hash_5458a4d5ddf3d140,5,#hash_62c4e16f8e76865,#hash_13789354a310a729,#hash_4605553e8458607e,#hash_75c3033c8b4cabc7,?0
50,#rebellion,#hash_468f73ce612fa546,5,#hash_46a88bf34bc42eec,#hash_661627bdcf8ba725,#hash_a77c3dd233743eb,#hash_58e366e5dfa6f45c,?0
51,#hash_41e5b8f341a335fb,#hash_7d0c5f0c4150dfa7,5,#hash_173e55cb344603c2,#hash_4c84905d6d129cd3,#hash_51037ce3c3594bc,#hash_2cd7f6dca1ce1d14,?0
52,#hash_45d58a37390d51e,#hash_72a720d6457653dd,5,#hash_1c68fbe2a42d2b26,#hash_3b46387a4b6fb471,#hash_70d4e48a66f99239,#hash_4aec80d782b89cf5,?0
53,#hash_bfc27b14fb7dcde,#hash_b210fe44957138c,5,#hash_67e2e956f75df47a,#hash_3035a5f29811a3f9,#hash_12b2c63ec1a158f5,#hash_258a122c083b5fc9,?0
54,#hash_61f8f3c165782607,#hash_27b8c0e936886e44,5,#hash_392ee1534adcf19b,#hash_2fe91ab302563aa4,#hash_19cdb44bb392d98c,#hash_1cf4c442778c9592,?0
55,#hash_6021b8a610e24192,#hash_3006d70b5935f068,5,#hash_37adf828f2a9ecfe,#hash_5f4b951cc4725fe2,#hash_1464f172733ff42a,#hash_24b8c6ce81fdead6,?0
56,#hash_75a269c740708f67,#hash_54d1129e6f05e329,5,#hash_9cb2e05c8c9e32d,#hash_5ca3014cfbc71577,#hash_2757aee498da350f,#hash_65ae5fabb9c13d6c,?0
57,#hash_313569f1cbebc2ac,#hash_53cf2a619240ca8e,5,#hash_61a2b2e6028a56e8,#hash_73579fbf50ae9cb6,#hash_48c09600fe06dba9,#hash_500ec24cbdae7e3d,?0
58,#hash_479a42833e2e74fa,#hash_3a7eac7103eaf6d1,5,#hash_10f2c4998c0f004f,#hash_6d692f026ede59e3,#hash_6bf229eca4bb8729,#hash_6b343a91a61e9b48,?0
59,#airsupport,#hash_64e6eb42877d8917,5,#hash_4ef7534ca1c8f27b,#hash_5f20e4f510b85f5e,#hash_479a90d3f970186d,#hash_3837599602e870c,?0
60,#hash_5669012bae4981f7,#hash_7e73c9d426dd6494,5,#hash_457a3db89d8cbef7,#hash_47aa6579efd7af86,#hash_681795ba77f09e78,#hash_369bb5d15d4b680d,?0
61,#hash_7161c5e1ba761c08,#hash_8e7bf59b6af558f,5,#hash_76bf58f08a08d598,#hash_76bf5bf08a08dab1,#hash_76bf5af08a08d8fe,#hash_76bf5df08a08de17,?0
62,#hash_10f4c85abdd34276,#hash_7d31727e9379f9db,5,#hash_734f1d49f5395c1,#hash_734eed49f5390a8,#hash_734efd49f53925b,#hash_734f4d49f539ada,?0
63,#hash_401949bdf4d72b6,#hash_33747316927f2531,5,#hash_777767b99c350232,#hash_777766b99c35007f,#hash_777765b99c34fecc,#hash_777764b99c34fd19,?0
64,#hash_5ec60fedc8b18a26,#hash_7339a9ee8dbc7afb,5,#hash_24abaa59aafa466b,#hash_24abab59aafa481e,#hash_24abac59aafa49d1,#hash_24abad59aafa4b84,?0
65,#hash_28c5a2c6dcbd50fd,#hash_6318610646067e76,5,#hash_3d9159bfdb045054,#hash_3d915cbfdb04556d,#hash_3d915bbfdb0453ba,#hash_3d9156bfdb044b3b,?0
66,#hash_78cebde218f58aad,#hash_57a670f822f71ec6,5,#hash_3a26c6202d86ed8d,#hash_3a26c3202d86e874,#hash_3a26c4202d86ea27,#hash_3a26c1202d86e50e,?0
67,#hash_286d568d39e8af39,#hash_1e91f93c0dd49bfc,5,#hash_7208e21496453ace,#hash_7208e1149645391b,#hash_7208e01496453768,#hash_7208e7149645434d,?0
68,#hash_13c2e2d874898375,#hash_629faaed5bb1e6fc,5,#hash_64f7d07880a0dc03,#hash_3b46357a4b6faf58,#hash_64d75a7ec139fdf7,#hash_27448e1d51718fef,?0
69,#hash_438d00733518e71f,#hash_4314459083298496,5,#hash_1239a476be0ab35d,#hash_6be4fc5f3e98048c,#hash_7adb8f843b82a52a,#hash_50513027398440db,?0
70,#hash_377456f41b6628c4,#hash_5a77f00a21e5376b,5,#hash_3cd0e341588351df,#hash_1970323201f6d14c,#hash_1355b2bc41e3a3d6,#hash_380d0317d7caf20,?0
71,#hash_474ea450d2123f71,#hash_643aefb38174c1b2,5,#hash_179742ab72235f7d,#hash_173e54cb3446020f,#hash_6016b0a57e1cd493,#hash_10e2902d2d4ffcc,?0
72,#hash_78a1021a6ec32f7b,#hash_16ad426eb2ce19f4,5,#hash_5004dee0210ef879,#hash_4234fb2534d8a2d7,#hash_5bfd13fb1c1fb3d0,#hash_3eab9afb4f03dab0,?0
73,#hash_168b19e423ae984d,#hash_74412c1013067b7c,5,#hash_515c3ec5c8a5d793,#hash_38d5b7c2db747144,#hash_61993c471346747c,#hash_6bf226eca4bb8210,?0
74,#hash_3e3d23d3f5fbc312,#hash_6d4c50305d8b07b1,5,#hash_73d936b41c0e7db3,#hash_5f4b941cc4725e2f,#hash_392ee2534adcf34e,#hash_24b8c5ce81fde923,?0
75,#hash_6b4d446256d10ed,#hash_24d4dfbe2e1a2696,5,#hash_71b8e54a1ad83c5e,#hash_a367df14eae87f0,#hash_16e0a7b81c1be41e,#hash_42d584c6dc3908bb,?0
76,#hash_2e6cc907555359ba,#hash_52e0a55298abd95b,5,#hash_565dc844d8939160,#hash_15512193d31af0cc,#hash_4f81cb91028ce56c,#hash_7ef1a1bd8a7aaea7,?0
77,#hash_11ba9250b344f340,#hash_311f05b364c095af,5,#hash_5149c3617e49007f,#hash_21a608644ae7afcc,#hash_1464f072733ff277,#hash_36a1ef959ae740f8,?0
78,#hash_5dee085124b861e,#hash_323bafc9e346c6a3,5,#hash_41d7899e04e68759,#hash_44978e0160dc6c6,#hash_16e0ecab9e84e4b9,#hash_6b343d91a61ea061,?0
79,#hash_7dfc3458cafe6c8c,#hash_72603d2e26a87898,5,#hash_10f2c5998c0f0202,#hash_1fad15ffd7086711,#hash_1c68fae2a42d2973,#hash_778662db221c6d9f,?0
